	news_collected_time	news_title
408	2014-11-19	Brothers in war seal bond
409	2014-11-19	Cecily Strong to headline White House Correspondents' dinner
410	2014-11-19	Obama to unveil immigration plan Friday, visit Las Vegas: reports
411	2014-11-19	Conaway: Ready to work on next farm bill, immigration
412	2014-11-19	Honduran Beauty Queen and Her Sister Are Found Dead
413	2014-11-19	Today's six-pack: The sexiest man and the longest bus ride : News
414	2014-11-19	'SNL' star to perform at White House Correspondents' Dinner
415	2014-11-19	Meet Charles Manson's future wife
416	2014-11-19	Obama to unveil immigration plan Friday, visit Las Vegas: reports
417	2014-11-19	Honduras' Miss World contestant and sister found murdered
418	2014-11-19	Democrats block Keystone pipeline, but GOP vows new fight when it takes over
419	2014-11-19	Israel Demolishes Family Home of Palestinian Driver Who Killed 2 Pedestrians
420	2014-11-19	Ferguson remains on edge ahead of grand jury report
421	2014-11-19	Clancy: Secret Service has 'fallen short' in mission
422	2014-11-19	Chris Hemsworth Named People Magazine's 'Sexiest Man Alive'
423	2014-11-19	Boyfriend confesses to killing Miss Honduras, sister, authorities say
424	2014-11-19	Netflix puts Bill Cosby's new comedy special on hold
425	2014-11-19	Republicans block overhaul of NSA surveillance reform
426	2014-11-19	Second Frenchman likely on IS beheading video: gov't spokesperson - Xinhua
427	2014-11-19	Secret Service chief: Morale suffering at agency
428	2014-11-19	Ninth execution in Missouri this year in what activists say was racially biased case
429	2014-11-19	NBC/WSJ Poll: Nearly Half Oppose Executive Action On Immigration
430	2014-11-19	Acting Secret Service director Joseph Clancy calls lapses 'devastating'
431	2014-11-19	Netflix postpones Bill Cosby comedy special amid sexual assault allegations
432	2014-11-19	Fight to rein in NSA will resume next year when Patriot Act is set to expire
433	2014-11-19	Israel Troops Demolish Palestinian Attacker's Home
434	2014-11-19	Nixon swears in Ferguson Commission
435	2014-11-19	Second French citizen in Islamic State execution video identified
436	2014-11-19	Meet the $325 million man: Giancarlo Stanton seals deal with Marlins
437	2014-11-19	Five dead in upstate NY snowstorm that could break 24-hour record
438	2014-11-19	Police: Two men arrested in deaths of Honduran beauty queen, her sister
439	2014-11-19	Tension in Jerusalem simmers one day after bloody attack on synagogue - National Israel News
440	2014-11-19	Will Giancarlo Stanton's historic contract ever impact Bryce Harper?
441	2014-11-19	Second Frenchman identified as ISIS thug wielding knife in Peter Kassig ...
442	2014-11-19	People mag names Hemsworth 'Sexiest Man Alive'
443	2014-11-19	Watch Surfers Catch Waves on Lake Erie in Snowstorm
444	2014-11-19	Obama to Announce Executive Action on Immigration Thursday
445	2014-11-19	Clancy Says Failures in US Secret Service Tarnish Reputation
446	2014-11-19	Kutcher weighs in on Uber exec controversy, slams press
447	2014-11-19	President Obama gets bipartisan gift: Ambassador approvals
448	2014-11-19	Judge hearing 'under God' pledge lawsuit
449	2014-11-19	Kabul's Green Village international zone under attack, gunfire heard
450	2014-11-19	Obama to Detail Immigration Plans in Address on Thursday
451	2014-11-19	#Snowvember: Buffalo buried under six feet of snow, with more falling
452	2014-11-19	Uber's Latest Scandal and Silicon Valley's Grown-Up Problem
453	2014-11-19	Your Picks for 'Sexiest Man Alive'
454	2014-11-19	Compound housing foreigners under attack in Kabul, police say
455	2014-11-19	Bill to reform NSA surveillance goes down in US Senate
456	2014-11-19	Snow Emergency: Six Dead, 100+ Trapped in Monster Winter Storm
457	2014-11-19	NBC and Netflix Shelve Projects With Bill Cosby
458	2014-11-19	Honduras beauty queen Maria Jose Alvarado found dead
459	2014-11-19	Uber executive in New York allegedly used company's 'God View' tool to track ... The Post-Standard
460	2014-11-19	Ryan Gosling turned down People's Sexiest Man Alive: report
461	2014-11-19	'Devastating' Failures Lead Secret Service to Consider Raising White House ...
462	2014-11-19	Notebook: Hollande really needs to press his reset button
463	2014-11-19	Taliban attacks housing complex for foreigners in Afghanistan
464	2014-11-19	Miss World contestant found dead
465	2014-11-19	Rumors swirl that Natalie Morales, Willie Geist were fired from 'Today'
466	2014-11-19	Islamic State execution video: second Frenchman identified
467	2014-11-19	Britain 'not optimistic' on Iran nuclear talks
468	2014-11-19	US: Single-Family Starts Up 4.2% While Overall Production Drops Slightly in ...
469	2014-11-19	Honduras' Miss World contestant Maria Jose Alvarado and her sister found murdered
470	2014-11-19	Senate fails to pass NSA reform bill
471	2014-11-19	Secret Service chief says training emphasized after security lapses
472	2014-11-19	Rumors swirl that Natalie Morales, Willie Geist were fired from 'Today'
473	2014-11-19	Britain says not optimistic about Iran nuclear deal by deadline
474	2014-11-19	Obama to announce immigration executive action in prime time address Thursday
475	2014-11-19	Drivers Left to Cool Their Heels While Snow Piled Up Near Buffalo
476	2014-11-19	People mag names Hemsworth 'Sexiest Man Alive'
477	2014-11-19	Dollar, bond yields gain after Fed minutes
478	2014-11-19	NBC denies reports Natalie Morales, Willie Geist were fired: 'The rumors are ...
479	2014-11-19	What is driving French nationals to join Islamic State?
480	2014-11-19	"Iran says Vienna talks ""serious, intensive"" - Xinhua"
481	2014-11-19	NBC drops Bill Cosby; fallout continues
482	2014-11-19	Drone Captures Aerial View of Snow-Covered Buffalo Burbs
483	2014-11-19	Murdered Miss Honduras, Mayan beauty and aspiring diplomat
484	2014-11-19	Dollar reaches seven-year highs against yen
485	2014-11-19	Chris Hemsworth Named People Magazine's 'Sexiest Man Alive'
486	2014-11-19	Secret Service Arrests Man Outside White House
487	2014-11-19	Movie review: Lawrence is on fire, but 'Mockingjay' drags
488	2014-11-19	Stanton: Toughest decision of my life
489	2014-11-19	Buffalo area braces for another big snowstorm
490	2014-11-19	10 reasons why Chris Hemsworth is the 'Sexiest Man Alive'
491	2014-11-19	Natalie Morales, Willie Geist not fired from 'Today' show despite reports
492	2014-11-19	'The Hunger Games: Mockingjay Part 1' review: this is how a revolution dies
493	2014-11-19	President Obama to Announce Major Immigration Executive Action Thursday
494	2014-11-19	Western NY Digs Out After Record-Breaking Storm
495	2014-11-19	Secret Service plans taller White House fence. Will that block jumpers?
496	2014-11-19	Australia PM warns global climate deal must not hit economy
497	2014-11-19	Fed Officials on Guard for Signs of Lower Inflation Expectations
498	2014-11-19	NBC News President Shuts Down Rumors That Natalie Morales, Willie Geist Fired From 'Today'
499	2014-11-19	Suicide blast targets Kabul's Green Village international zone, killing four
500	2014-11-19	5 questions about Obama's immigration plan
501	2014-11-19	Why Cosby accusers are being listened to this time
502	2014-11-19	Deadly western New York snowstorm to get second wind
503	2014-11-19	Secret Service Arrests Man With Rifle in His Car Near the White House
504	2014-11-19	CNN host apologizes for asking Bill Cosby accuser Joan Tarshis why she didn't bite
505	2014-11-19	Uber May Need Adult Supervision as Controversy Builds
506	2014-11-19	Sharpton: Activists ready for decision in Ferguson
507	2014-11-19	GLOBAL MARKETS-Dollar, bond yields gain after Fed minutes
508	2014-11-19	Police: Miss Honduras, sister found shot to death
509	2014-11-19	Ferguson Demonstrations Set for Federal Courthouses Across US
510	2014-11-19	Man arrested at White House after weapon, ammunition found in car Report ...
511	2014-11-19	Chris Christie hedges on Obama immigration plan
512	2014-11-19	Hell hath no fury like a French First Lady scorned: Valerie Trierweiler in UK to tell ...
513	2014-11-19	Obama to announce executive action on immigration Thursday in primetime speech
514	2014-11-19	TV Land pulls 'Cosby Show' from lineup
515	2014-11-19	Arrests over killing of Honduras beauty queen Alvarado
516	2014-11-19	Sharpton Organizing Rallies in 25 Cities for Once Grand Jury Decision is Known « CBS St. Louis
517	2014-11-19	Al Sharpton Beset By Over $4 Million In Unpaid Taxes, Records Show
518	2014-11-19	2016 Contest Overshadows GOP Governors Meeting
519	2014-11-19	Valerie Trierweiler in UK: Hell hath no fury like a French First Lady scorned as she is to tell all on betrayal
520	2014-11-19	CNN anchor Don Lemon criticized for comments to Cosby rape accuser
521	2014-11-19	GOP senator warns of violence after immigration order
522	2014-11-19	NBC, Netflix cancel Bill Cosby's shows after sex assault claims
523	2014-11-19	Secret Service arrests Iowa man, recovers shotgun
524	2014-11-19	Grand jury decision on Ferguson Officer Darren Wilson could come Friday
525	2014-11-19	Let the 2016 Republican Primary Begin
526	2014-11-19	CNN's Don Lemon Apologizes for Controversial Comments He Made to Alleged Bill Cosby Rape Victim
527	2014-11-19	Why Cosby accusers are being listened to this time (+video)
528	2014-11-19	Buffalo braces for 3 more feet of snow after first dump
529	2014-11-19	Obama immigration order draws split GOP response from possible candidates
530	2014-11-19	Wall Street edges lower as Fed minutes offer few clues on rates
531	2014-11-19	France Identifies 2nd French Citizen in IS Video
532	2014-11-19	Obama's Immigration Plan Will Affect These K-12 Students With Undocumented Parents
533	2014-11-19	Bill Cosby's Return to TV Is Canceled
534	2014-11-19	Storm Dumps Snow on Western New York, With More on the Way; at Least 7 Die
535	2014-11-19	Obama immigration order draws split GOP response from possible candidates
536	2014-11-19	CNN's Don Lemon apologizes for remarks he made to alleged Bill Cosby rape ...
537	2014-11-19	France identifies second national in IS execution video
538	2014-11-19	Charles R. Schwab: Raise Interest Rates, Make Grandma Smile
539	2014-11-19	Ferguson grand jury: What do we know about Michael Brown deliberations? (+video)
540	2014-11-19	Republican governors urge Congress to avoid shutdown over immigration
541	2014-11-19	President Obama says he'll announce immigration reform plan Thursday
542	2014-11-19	Police: Miss Honduras and her sister shot dead by jealous boyfriend
543	2014-11-19	Republican Governors Seethe Over Obama's Pending Move on Immigration
544	2014-11-19	PIERS MORGAN: The rape allegations against Bill Cosby are a classic case
545	2014-11-19	Ubers PR stumble drives new privacy woes
546	2014-11-19	Missing Mexico students: 'We want them alive,' LA activists chant
547	2014-11-19	Grand jurors near big decision in Ferguson case
548	2014-11-19	Obama's immigration order poses political challenges for both parties
549	2014-11-19	Medieval Times: Congress Suggests Moat, Electronic Fence to Protect White House
550	2014-11-19	Joan Tarshis on Bill Cosby Sexual Assault Allegation: 'I Was Sickened, Embarrassed, Humiliated'
551	2014-11-19	Uber executive investigated after spying on journalist using 'God View' tool
552	2014-11-19	'Peacock parade' of GOP governors lines up for 2016
553	2014-11-19	Miss Honduras, sister shot dead by jealous boyfriend
554	2014-11-19	Iowa man arrested outside White House after rifle, ammo found in car
555	2014-11-19	Rangers' Talbot shuts out Flyers 2-0 for 1st win
556	2014-11-19	Phil Klay Wins National Book Award for Fiction
557	2014-11-20	Americans brace for more icy temperatures and snow as ferocious storms linger
558	2014-11-20	REFILE-UPDATE 5-NBC, Netflix cancel Bill Cosby's shows after sex assault claims
559	2014-11-20	Tears, anger pour for slain Miss Honduras, sister
560	2014-11-20	California's reaction to Obama's impending immigration action ranges from joy to outrage
561	2014-11-20	Iowa man arrested near White House; rifle and ammunition found in trunk of car
562	2014-11-20	Stile: GOP governors grateful to Christie — to a point
563	2014-11-20	Fed Debate Shifts to Tightening Pace After First Rate Increase
564	2014-11-20	Rampal to be produced in high court after late night arrest
565	2014-11-20	Writers Phil Klay and Evan Osnos win top National Book Awards
566	2014-11-20	TV Land pulls 'Cosby Show' reruns amid rape allegations
567	2014-11-20	Tears, anger pour for slain Miss Honduras, sister
568	2014-11-20	Facebook Supplier's Drivers Join Teamsters to Boost Pay
569	2014-11-20	Iowa man arrested near White House with gun in car
570	2014-11-20	Charlie Baker attends Republican governors conference
571	2014-11-20	Fed Debate Shifts to Tightening Pace After First Rate Increase
572	2014-11-20	Six nurses killed in latest attack on Chinese medical workers
573	2014-11-20	Officials Not Ready to Call Buffalo Snow a Record
574	2014-11-20	Alleged gunman on Florida State campus opens fire
575	2014-11-20	Obama to shield 5 million immigrants; Republicans ready to attack: Sweet
576	2014-11-20	Facebook shuttle drivers vote to unionize
577	2014-11-20	Sandoval sidesteps meeting of GOP governors, political climbers
578	2014-11-20	Indian-American Ami Bera re-elected to US Congress
579	2014-11-20	Islamic State video: second Frenchman identified
580	2014-11-20	Officials not ready to call Buffalo snow a record
581	2014-11-20	Hospital: At least two shot at Florida State University
582	2014-11-20	Bill Cosby Experiences More Fallout Amid Rape Allegations « CBS Los Angeles
583	2014-11-20	Obama to shield 5 million immigrants; Republicans ready to attack: Sweet
584	2014-11-20	Business News Roundup, Nov. 19
585	2014-11-20	Japan's new 'Black Widow' arrested after sixth former partner dies in suspicious circumstances
586	2014-11-20	Police Respond to 'Dangerous Situation' on FSU Campus in Tallahassee
587	2014-11-20	Round 2: Buffalo braces for another wintry wallop
588	2014-11-20	Obama's plan of action on immigration may derail Republican agenda
589	2014-11-20	Secret Service wants 'more confident' agents, higher White House fence
590	2014-11-20	Facebook bus drivers unionize amid concern about work conditions
591	2014-11-20	Montana marriage ban overturned; licenses granted
592	2014-11-20	Al Franken Confronts Uber After 'Troubling' Reports
593	2014-11-20	FSU Campus in Tallahassee Secured After Gunshots in Strozier Library
594	2014-11-20	After 6 feet of snowfall near Buffalo, 2 to 3 more feet expected
595	2014-11-20	NBC scraps Cosby television project
596	2014-11-20	Boyfriend of sister confesses to shooting dead Miss Honduras
597	2014-11-20	Ferguson braces for finding on shooting of unarmed black teen
